gene	chromosome	start	end	CNV_value
CALCA	chr11	14966668	14972354	0.00039305162882094546
CALCB	chr11	14904997	15082342	0.0003643558844173163
CALCR	chr7	93424487	93574730	0.01237720993829814
CALCRL	chr2	187341964	187448460	0.0003384719219201136
CALM3	chr19	46601074	46610782	0.0004753199774616822
CALML3	chr10	5524961	5526771	-0.032771326480445666
CALR3	chr19	16479057	16496192	0.008840247738418376
CAMK1	chr3	9757347	9769992	-0.14557824934984856
CAMK2A	chr5	150219491	150290291	-0.0005962277913897806
CAMK2B	chr7	44217150	44334577	6.874616514815643e-05
CAMK2D	chr4	113451032	113761927	-0.05947985058414736
CAMK2G	chr10	73812501	73874591	0.00019179728085799943
CAMKV	chr3	49857988	49869935	-0.03629245268400803
CAMP	chr3	48223347	48225491	-0.038138960032055386
CAMSAP2	chr1	200739558	200860704	4.5618617177241594e-05
CAND1	chr12	67269358	67319953	0.00011380248588039864
CANX	chr5	179678628	179731641	-0.00156094931121706
CAPN1	chr11	65180566	65212006	0.007507225461540621
CAPN3	chr15	42359498	42412949	0.002494240172503986
CARD10	chr22	37490362	37519542	-0.00046724729277857445
CARD11	chr7	2906141	3043945	-4.729841684267593e-05
CARD14	chr17	80169992	80209331	0.005546386178568871
CARD8	chr19	48180770	48255946	0.0005427902172196493
CARD9	chr9	136361903	136373681	0.14757171828843765
CARF	chr2	202912214	202988263	0.016602107157850505
CARM1	chr19	10871513	10923070	0.02890830333847734
CARTPT	chr5	71719275	71721048	0.0003661442890861914
CASC15	chr6	21664185	22654455	0.00019662951581001786
CASC8	chr8	127289817	127482139	0.010706999873066765
CASK	chrX	41514934	41923645	
CASP1	chr11	105025443	105035250	-0.007125414384012746
CASP10	chr2	201182898	201229406	0.003669322906443456
CASP2	chr7	143288215	143307696	8.898160696866219e-05
CASP3	chr4	184627696	184649509	-8.575323636440421e-05
CASP6	chr4	109688622	109703583	-0.05947985058414736
CASP7	chr10	113679162	113730907	-0.0034312916843590516
CASP8	chr2	201233443	201287711	0.016602107157850505
CASP8AP2	chr6	89829894	89874436	0.013013075087082358
CASP9	chr1	15490832	15526534	0.000641076214575656
CASQ2	chr1	115700007	115768781	0.0002546202242965676
CASR	chr3	122183683	122291629	-7.295421950521448e-05
CASS4	chr20	56412112	56460387	-0.00024289513238184648
CASZ1	chr1	10636604	10796650	0.0011102918490641844
CAT	chr11	34438934	34472060	0.0005369828061021761
CATSPER2	chr15	43628503	43668118	0.003103282238128842
CAV2	chr7	116287380	116508541	0.00010812442394252517
CAVIN2	chr2	191834310	191847088	0.000960426168522652
CAVIN3	chr11	6318946	6320532	0.0005403327151397394
CBARP	chr19	1228287	1238027	0.0006555979932898493
CBFB	chr16	67028984	67101058	0.01030756366400854
CBL	chr11	119206298	119313926	-0.006122775933771628
CBLB	chr3	105655461	105869552	-0.0020924142439839462
CBLIF	chr11	59829273	59845499	0.000636943795567946
CBLN1	chr16	49277917	49281838	0.0015930165906617704
CBLN3	chr14	24426545	24430954	-0.00380276823861075
CBLN4	chr20	55997357	56005519	-0.00024289513238184648
CBR1	chr21	36069941	36073166	-0.0004919134136229591
CBS	chr21	43053191	43076943	-0.0004919134136229591
CBSL	chr21	6444869	6468040	-0.0004919134136229591
CBWD2	chr2	113437691	113496204	-0.0001850725697362206
CBX1	chr17	48070052	48101478	0.055925875743425474
CBX3	chr7	26201162	26213607	-0.0001702444357241841
CBX5	chr12	54230942	54280133	2.276256388756982e-05
CBX7	chr22	39120167	39152680	-0.0017559965505127546
CC2D1A	chr19	13906201	13930879	0.022033621157534114
CCAR2	chr8	22604632	22621514	-6.835300857451329e-05
CCAT2	chr8	127400399	127402150	0.010706999873066765
CCBE1	chr18	59430939	59697662	-0.03381473962030213
CCDC102B	chr18	68715209	69055189	-0.04047245549436178
CCDC103	chr17	44899142	44905390	0.01956760265630175
CCDC113	chr16	58231157	58283836	0.005952108749636475
CCDC124	chr19	17933015	17943991	0.001261485372987262
CCDC136	chr7	128790757	128822132	6.73725576128317e-05
CCDC137	chr17	81666737	81673904	0.009892477408176966
CCDC14	chr3	123897305	123961408	-7.295421950521448e-05
CCDC141	chr2	178829757	179050086	0.00010865467318467648
CCDC170	chr6	151494017	151621193	0.00887087449816526
CCDC27	chr1	3746460	3771645	0.0037400227849095987
CCDC33	chr15	74202705	74336472	0.0003296311294962174
CCDC43	chr17	44673069	44689779	0.01956760265630175
CCDC50	chr3	191329085	191398659	0.000763830438812138
CCDC51	chr3	48432164	48440456	-0.038138960032055386
CCDC57	chr17	82101460	82212830	
CCDC6	chr10	59788747	59906556	-0.00010822042522412568
CCDC61	chr19	45995461	46021318	0.0004753199774616822
CCDC62	chr12	122774526	122827528	0.0012394304547421924
CCDC7	chr10	32446140	32882874	-0.001017365306644463
CCDC77	chr12	389273	442642	-0.029111438765546456
CCDC80	chr3	112596794	112649530	-0.0004695229025423783
CCDC86	chr11	60842113	60851081	0.000636943795567946
CCDC9	chr19	47255980	47273701	0.0004753199774616822
CCDC91	chr12	28133249	28581511	-0.0034828923766608943
CCK	chr3	42257825	42266185	-0.07944780010754804
CCKAR	chr4	26481396	26490484	-0.11258455425653785
CCKBR	chr11	6259806	6272127	0.0005403327151397394
CCL1	chr17	34360328	34363233	0.0967543444528365
CCL11	chr17	34285742	34288334	0.010672313811506386
CCL13	chr17	34356480	34358610	0.010672313811506386
CCL14	chr17	35983288	35987004	0.0967543444528365
CCL15	chr17	35996440	36001553	0.0967543444528365
CCL16	chr17	35976493	35981497	0.0967543444528365
CCL17	chr16	57404767	57416063	0.005952108749636475
CCL18	chr17	36064272	36072032	0.15987255528592378
CCL19	chr9	34689570	34691276	-0.0661003098837146
CCL20	chr2	227805739	227817564	0.053689149996191114
CCL22	chr16	57358783	57366189	0.0026440657695812153
CCL23	chr17	36013056	36017972	0.15987255528592378
CCL24	chr7	75811665	75823356	0.007364943431711107
CCL25	chr19	8052767	8062650	0.002685610915600622
CCL26	chr7	75769533	75789896	0.007364943431711107
CCL27	chr9	34661880	34664048	-0.0661003098837146
CCL28	chr5	43376645	43412391	0.0015596860181587495
CCL4	chr17	36103827	36105621	0.15987255528592378
CCL5	chr17	35871491	35880793	0.0967543444528365
CCL7	chr17	34270221	34272242	0.010672313811506386
CCL8	chr17	34319435	34321402	0.010672313811506386
CCN1	chr1	85580761	85583950	0.00042704823914014586
CCN2	chr6	131948176	131951372	0.03271188110894906
CCN3	chr8	119416446	119424434	0.008026174640372587
CCN4	chr8	133191039	133231690	0.006421408472578152
CCN5	chr20	44714844	44728509	-0.0001576837495814946
CCNA1	chr13	36431520	36442870	-0.02203826786417181
CCNA2	chr4	121816444	121823933	-0.02999896749594418
CCNB1	chr5	69167135	69178245	0.0006587734706454372
CCNB2	chr15	59105126	59125045	0.003778471682409656
CCNB3	chrX	50202713	50351914	
CCND1	chr11	69641156	69654474	0.0029738692413235233
CCND2	chr12	4273762	4305353	-0.05197670831832469
CCND3	chr6	41934933	42050357	0.0019089376526115127
CCNDBP1	chr15	43185118	43197177	0.002494240172503986
CCNE1	chr19	29811991	29824312	6.731691575353827e-05
CCNO	chr5	55231152	55233608	0.0009127546266015542
CCNT1	chr12	48688458	48716998	-0.0005779008786248526
CCNY	chr10	35247025	35572669	-0.001017365306644463
CCR1	chr3	46201711	46208313	-0.051547819139238144
CCR2	chr3	46353734	46360928	-0.051547819139238144
CCR3	chr3	46163604	46266706	-0.051547819139238144
CCR4	chr3	32951644	32956349	-0.09406176749711218
CCR5	chr3	46370854	46376206	-0.051547819139238144
CCR6	chr6	167111807	167139696	0.002697462043891199
CCR7	chr17	40553769	40565472	0.17382638367056255
CCR8	chr3	39329709	39333680	-0.07944780010754804
CCR9	chr3	45886504	45903175	-0.051547819139238144
CCRL2	chr3	46407166	46412997	-0.051547819139238144
CCT2	chr12	69585426	69601570	3.762811691452807e-05
CCT3	chr1	156308968	156367873	7.442554915724541e-05
CCT5	chr5	10249929	10266389	0.005386741082788252
CCT6A	chr7	56051685	56063989	0.0013359829688630546
CCT7	chr2	73233420	73253021	7.575779268146809e-05
CCT8	chr21	29055805	29073797	-0.0004919134136229591
CD101	chr1	117001750	117036476	0.0002546202242965676
CD109	chr6	73695785	73828316	0.009991160828451709
CD14	chr5	140631728	140633701	3.4528084362653004e-05
CD151	chr11	832887	839831	0.004814412165801134
CD160	chr1	145719471	145739288	0.0004990616359780521
CD163	chr12	7470813	7503893	-0.06950850039127196
CD163L1	chr12	7346685	7479897	-0.06950850039127196
CD177	chr19	43353686	43363172	6.766533940056776e-05
CD180	chr5	67179613	67196799	0.0006587734706454372
CD19	chr16	28931965	28939342	0.0007237163116299317
CD1A	chr1	158254424	158258269	-0.0005464559093229346
CD1B	chr1	158327951	158331531	-0.0005464559093229346
CD1C	chr1	158289923	158294774	-0.0005464559093229346
CD1D	chr1	158178030	158186427	-0.0005464559093229346
CD1E	chr1	158353696	158357553	-0.0005464559093229346
CD2	chr1	116754430	116769229	0.0002546202242965676
CD200	chr3	112332347	112362812	-0.0020924142439839462
CD207	chr2	70830211	70835816	9.615995443661535e-05
CD209	chr19	7739993	7747564	0.002685610915600622
CD22	chr19	35319261	35347361	6.731691575353827e-05
CD226	chr18	69831158	69961803	-0.04047245549436178
CD24	chr6	106969831	106975627	0.026950898656687563
CD244	chr1	160830160	160862887	-0.017348570493744556
CD247	chr1	167430640	167518610	-0.017182168887364152
CD248	chr11	66314494	66317044	0.011935176169608616
CD27	chr12	6444867	6451718	-0.05197670831832469
CD274	chr9	5450503	5470566	-0.12086401876169456
CD276	chr15	73683966	73714514	0.0003296311294962174
CD28	chr2	203706475	203738912	0.016602107157850505
CD2AP	chr6	47477789	47627263	0.004187942225050373
CD2BP2	chr16	30350773	30355308	0.0007675638341198598
CD300A	chr17	74466399	74484794	0.0008409202013293028
CD300C	chr17	74541073	74546115	0.0008409202013293028
CD300E	chr17	74609885	74623738	0.0015271212748442238
CD302	chr2	159768628	159798255	1.0182691168045107e-06
CD320	chr19	8302127	8308358	0.002685610915600622
CD33	chr19	51225064	51243860	0.00024245146391721717
CD34	chr1	207880972	207911402	0.00596049177159256
CD36	chr7	80369575	80679277	0.020501558681540456
CD38	chr4	15778275	15853232	-0.12133224495448075
CD3E	chr11	118304730	118316175	-0.007050972372759938
CD3EAP	chr19	45406209	45410766	0.0002678663191804061
CD3G	chr11	118344344	118355161	-0.007050972372759938
CD4	chr12	6786858	6820799	-0.067834381043737
CD40	chr20	46118278	46129863	-0.0002644559529816326
CD40LG	chrX	136648158	136660390	
CD44	chr11	35138870	35232402	0.0005369828061021761
CD46	chr1	207752057	207795513	0.00596049177159256
CD47	chr3	108043091	108091862	-0.0020924142439839462
CD5	chr11	61102489	61127852	0.0007399777444848059
CD55	chr1	207321376	207386804	0.0009062435663323369
CD58	chr1	116514534	116571039	0.0002546202242965676
CD59	chr11	33703010	33736491	0.0005369828061021761
CD5L	chr1	157830911	157898256	-0.0005464559093229346
CD6	chr11	60971680	61020377	0.0007399777444848059
CD68	chr17	7579491	7582111	-0.050358427928358436
CD7	chr17	82314868	82317608	
CD70	chr19	6583183	6604103	0.0008890449453730467
CD72	chr9	35609979	35646810	-0.0661003098837146
CD79A	chr19	41877279	41881372	4.6450438081048194e-05
CD79B	chr17	63928740	63932354	0.0006450976308161934
CD80	chr3	119524293	119559614	-0.0004695229025423783
CD82	chr11	44564427	44620358	0.000497399835179321
CD83	chr6	14117256	14136918	0.00013478833979989235
CD84	chr1	160541095	160579516	-0.017348570493744556
CD86	chr3	122055362	122121139	-7.295421950521448e-05
CD8A	chr2	86784610	86808396	3.6650204618020156e-05
CD8B	chr2	86815339	86861924	3.6650204618020156e-05
CD93	chr20	23079360	23086324	-0.00033093272859305436
CD96	chr3	111292719	111665750	-0.0020924142439839462
CD99	chrX	2691187	2741309	
CDA	chr1	20589086	20618903	0.0003457959525731649
CDAN1	chr15	42723544	42737128	0.002494240172503986
CDC123	chr10	12195965	12250589	-0.012873963989598081
CDC14A	chr1	100345001	100520277	0.0005739060561435618
CDC20	chr1	43358981	43363203	0.05196342837794612
CDC25A	chr3	48157146	48188417	-0.038138960032055386
CDC25C	chr5	138285265	138338355	0.00034501102998870276
CDC27	chr17	47117703	47189422	0.02591790497108404
CDC34	chr19	531760	542092	0.0007065477887497425
CDC37	chr19	10391133	10420121	0.02192428639306544
CDC42	chr1	22025511	22101360	0.0002534796543138907
CDC42BPG	chr11	64823052	64844653	0.007507225461540621
CDC6	chr17	40287879	40304657	0.17382638367056255
CDC73	chr1	193121958	193254815	-6.551313756498472e-05
CDCA2	chr8	25459199	25507911	6.150810544858858e-05
CDCA3	chr12	6844793	6852066	-0.067834381043737
CDCA7L	chr7	21900899	21945903	-0.0002791836801827818
CDCP1	chr3	45082277	45146422	-0.051547819139238144
CDH1	chr16	68737292	68835541	0.01358975238224288
CDH11	chr16	64943753	65126112	0.01030756366400854
CDH13	chr16	82626965	83800640	0.028847593346476106
CDH16	chr16	66908122	66918917	0.01030756366400854
CDH2	chr18	27950966	28177130	-0.03381473962030213
CDH22	chr20	46173739	46308498	-0.0002644559529816326
CDH23	chr10	71396920	71815947	0.00019179728085799943
CDH3	chr16	68636189	68722616	0.01358975238224288
CDH5	chr16	66366622	66404784	0.01030756366400854
CDH6	chr5	31193686	31329146	0.002921602584131437
CDH7	chr18	65750252	65890337	-0.04047245549436178
CDHR1	chr10	84194537	84219621	-1.3390626304210829e-05
CDHR2	chr5	176542511	176595974	-0.004553560483529834
CDK1	chr10	60778331	60794852	-0.00010822042522412568
CDK10	chr16	89680737	89696354	0.003182299448751606
CDK12	chr17	39461486	39564907	0.17930124314049634
CDK14	chr7	90466424	91210590	0.02361533438366936
CDK16	chrX	47217860	47229997	
CDK17	chr12	96278261	96400480	2.6482969706054517e-05
CDK18	chr1	205504595	205532793	0.00021408951442403176
CDK2	chr12	55966781	55972789	0.000113869904110443
CDK3	chr17	76000906	76005999	0.003162425782313197
CDK4	chr12	57747727	57756013	0.0001584562263202007
CDK5	chr7	151053815	151057897	-3.2155516831104314e-05
CDK5RAP1	chr20	33358839	33401561	-0.0002779070822181201
CDK6	chr7	92604921	92836594	0.02361533438366936
CDK7	chr5	69234795	69277430	0.0006587734706454372
CDK8	chr13	26254104	26405238	-0.0350962107475691
CDK9	chr9	127785679	127790792	0.027767993957379063
CDKAL1	chr6	20534457	21232404	0.00019662951581001786
CDKL1	chr14	50329404	50416461	-0.00889636089853597
CDKL3	chr5	134286350	134371047	0.0013490207609171442
CDKN1A	chr6	36676460	36687339	0.00018092631164101414
CDKN1B	chr12	12715058	12722369	-0.04334391504790958
CDKN1C	chr11	2883213	2885773	0.0011608171382036139
CDKN2A	chr9	21967753	21995301	-0.10830515652353238
CDKN2AIP	chr4	183444635	183449064	-8.575323636440421e-05
CDKN2B	chr9	22002903	22009305	-0.10830515652353238
CDKN3	chr14	54396849	54420218	-0.017738258942879087
CDR2L	chr17	74987632	75005800	0.0015271212748442238
CDSN	chr6	31115087	31120446	3.6332272243724896e-05
CDV3	chr3	133573730	133590261	-4.961949320535454e-05
CDX1	chr5	150166778	150184558	-0.0005962277913897806
CDX2	chr13	27960918	27969315	-0.028512742914652448
CEACAM1	chr19	42507304	42561234	6.766533940056776e-05
CEACAM3	chr19	41796587	41811554	4.6450438081048194e-05
CEACAM8	chr19	42580243	42595055	6.766533940056776e-05
CEBPA	chr19	33299934	33302534	6.731691575353827e-05
CELSR1	chr22	46360834	46537170	-0.0004463302749011595
CELSR2	chr1	109249539	109275751	0.0005739060561435618
CELSR3	chr3	48636463	48662886	-0.03629245268400803
CEMIP2	chr9	71683366	71816690	-0.04108948254634385
CENPA	chr2	26764289	26801067	0.0007906445295729718
CENPB	chr20	3783851	3786740	-0.0013010007569408417
CENPF	chr1	214603195	214664571	0.012707105603331733
CENPV	chr17	16342534	16353656	-0.00029845357458371027
CEP112	chr17	65635537	66192133	0.0005195564121448308
CEP128	chr14	80476983	80959517	-0.0869916729804872
CEP170	chr1	243124428	243255348	0.13960872772036745
CEP19	chr3	196706277	196712250	0.000273025900581927
CEP44	chr4	174283730	174333380	-0.0004724715012503752
CEP55	chr10	93496612	93529092	-8.53649829551621e-05
CEP85	chr1	26234200	26278808	0.000777844687109851
CES1	chr16	55802851	55833337	0.0026440657695812153
CETP	chr16	56961923	56983845	0.0026440657695812153
CFAP20	chr16	58113592	58129381	0.005952108749636475
CFAP43	chr10	104129888	104232364	-0.0009113920687774904
CFAP46	chr10	132808392	132942823	-0.08460334718759766
CFAP47	chrX	35919734	36385317	
CFB	chr6	31945650	31952084	5.351353544756713e-05
CFC1	chr2	130592165	130599575	-0.00015634009817526003
CFDP1	chr16	75293698	75433503	0.028847593346476106
CFH	chr1	196652043	196747504	-6.551313756498472e-05
CFHR1	chr1	196819757	196832189	-6.551313756498472e-05
CFL2	chr14	34709113	34714823	-0.004081637882656571
CFLAR	chr2	201116154	201176687	0.003669322906443456
CFP	chrX	47623172	47630305	
CFTR	chr7	117287120	117715971	0.00010812442394252517
CGAS	chr6	73413515	73452297	0.009991160828451709
CGB3	chr19	49022869	49024333	0.0005090292648720886
CGNL1	chr15	57375967	57550727	0.003778471682409656
CGRRF1	chr14	54509812	54539292	-0.017738258942879087
CH25H	chr10	89205629	89207317	-0.00011881564136523367
CHAD	chr17	50464496	50468906	0.06138244893997961
CHAF1A	chr19	4402640	4445018	0.00042994040518997746
CHAMP1	chr13	114314482	114337626	
CHD3	chr17	7884796	7912760	-0.011612086230343648
CHD5	chr1	6101787	6180321	0.0037400227849095987
CHD7	chr8	60678740	60868028	5.9424233657386705e-05
CHEK1	chr11	125625665	125676255	-0.0025993242248592827
CHEK2	chr22	28687743	28742422	0.00019704791692216856
CHFR	chr12	132822187	132956304	
CHIT1	chr1	203212827	203273641	0.00010796952266883792
CHKA	chr11	68052859	68121444	0.009529436209786047
CHODL	chr21	17901263	18267373	-0.0004919134136229591
CHRAC1	chr8	140511311	140517154	0.006421408472578152
CHRDL2	chr11	74696429	74731385	9.71009611571417e-05
CHRM1	chr11	62908679	62921807	0.0017269024335820778
CHRM2	chr7	136868669	137020255	2.7583275680340674e-05
CHRM3	chr1	239386565	239915452	0.1126137462508947
CHRM4	chr11	46385098	46386608	0.000497399835179321
CHRM5	chr15	33968497	34067458	0.004043780019024639
CHRNA2	chr8	27459756	27479883	0.0001365661769422252
CHRNA3	chr15	78593052	78621295	-9.404975875612471e-05
CHRNA4	chr20	63343223	63378401	-2.9782016404695846e-05
CHRNA5	chr15	78565520	78595269	-9.404975875612471e-05
CHRNA6	chr8	42752620	42796392	0.00017883905557302356
CHRNA7	chr15	31923438	32173018	0.004588924611061515
CHRNB1	chr17	7445061	7457710	-0.0831837900968406
CHRNB2	chr1	154567778	154580013	0.0033458577655039426
CHRNB3	chr8	42697366	42737407	0.00017883905557302356
CHRNB4	chr15	78624111	78727754	-9.404975875612471e-05
CHST8	chr19	33621953	33773509	6.731691575353827e-05
CHSY3	chr5	129904465	130186634	0.0028060040347154002
CHUK	chr10	100188300	100229596	-0.00031275390490111805
CIDEC	chr3	9866711	9880254	-0.14557824934984856
CIITA	chr16	10866222	10943021	0.0024196002195725906
CILP2	chr19	19538248	19546659	0.00011517494160196627
CINP	chr14	102341102	102362916	-0.05453383912870634
CIP2A	chr3	108549864	108589644	-0.0020924142439839462
CISD2	chr4	102868974	102892807	-0.07936724775730437
CKAP2	chr13	52455429	52476628	-0.011062722026995882
CKAP4	chr12	106237881	106304279	2.4294260196879936e-05
CKAP5	chr11	46743048	46846308	0.0005550965363730477
CKS2	chr9	89311195	89316703	-0.002214471468870328
CLCN3	chr4	169612633	169723673	-0.0004724715012503752
CLCN4	chrX	10156945	10237660	
CLCN5	chrX	49922596	50099235	
CLDN1	chr3	190305707	190322446	0.000763830438812138
CLDN18	chr3	137998735	138033655	3.1363944314348633e-06
CLDN5	chr22	19523024	19527545	0.013127863213813222
CLDN7	chr17	7259903	7263983	-0.0831837900968406
CLEC10A	chr17	7074537	7080307	-0.09502533670864402
CLEC12A	chr12	9951316	9995694	-0.05243142402801554
CLEC14A	chr14	38254000	38256093	-0.005458685290380866
CLEC16A	chr16	10944564	11182186	0.0024196002195725906
CLEC2A	chr12	9898673	9932370	-0.05243142402801554
CLEC4A	chr12	8123632	8138607	-0.06245676698558549
